concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
2725200,2725194,Is a,2014-04-22,2099-12-31,
2725200,2852845,Is a,2014-04-22,2099-12-31,
2725200,2874559,Is a,2014-04-22,2099-12-31,
2725204,2822635,Is a,2014-04-22,2099-12-31,
2725206,2725194,Is a,2014-04-22,2099-12-31,
2725206,2725206,Mapped from,2014-04-22,2099-12-31,
2725206,2725206,Maps to,2014-04-22,2099-12-31,
2725206,2801516,Is a,2014-04-22,2099-12-31,
2725206,2861505,Is a,2014-04-22,2099-12-31,
2725208,2725194,Is a,2014-04-22,2099-12-31,
2725208,2794168,Is a,2014-04-22,2099-12-31,
2725208,2801516,Is a,2014-04-22,2099-12-31,
2725208,2874559,Is a,2014-04-22,2099-12-31,
2725620,2725636,Subsumes,2014-04-22,2099-12-31,
2725620,2725638,Subsumes,2014-04-22,2099-12-31,
2725620,2828012,Subsumes,2014-04-22,2099-12-31,
2725620,2840575,Subsumes,2014-04-22,2099-12-31,
2725620,2848473,Subsumes,2014-04-22,2099-12-31,
2725620,2866542,Subsumes,2014-04-22,2099-12-31,
2725636,2725636,Mapped from,2014-04-22,2099-12-31,
2725636,2725636,Maps to,2014-04-22,2099-12-31,
2725636,2874559,Is a,2014-04-22,2099-12-31,
2725636,2879975,Is a,2014-04-22,2099-12-31,
2725637,2725637,Mapped from,2014-04-22,2099-12-31,
2725637,2866542,Is a,2014-04-22,2099-12-31,
2725637,2874559,Is a,2014-04-22,2099-12-31,
2725638,2840575,Is a,2014-04-22,2099-12-31,
2725737,2725744,Subsumes,2014-04-22,2099-12-31,
2725737,2725747,Subsumes,2014-04-22,2099-12-31,
2725737,2725749,Subsumes,2014-04-22,2099-12-31,
2725737,2725762,Subsumes,2014-04-22,2099-12-31,
2725737,2799933,Subsumes,2014-04-22,2099-12-31,
2725737,2852986,Subsumes,2014-04-22,2099-12-31,
2725737,2887806,Subsumes,2014-04-22,2099-12-31,
2725737,2892976,Subsumes,2014-04-22,2099-12-31,
2725744,2725737,Is a,2014-04-22,2099-12-31,
2725744,2725744,Maps to,2014-04-22,2099-12-31,
2725744,2828002,Is a,2014-04-22,2099-12-31,
2725744,2874559,Is a,2014-04-22,2099-12-31,
2725744,2879962,Is a,2014-04-22,2099-12-31,
2725745,2725745,Mapped from,2014-04-22,2099-12-31,
2725745,2725745,Maps to,2014-04-22,2099-12-31,
2725745,2874559,Is a,2014-04-22,2099-12-31,
2725745,2879962,Is a,2014-04-22,2099-12-31,
2725746,2725746,Mapped from,2014-04-22,2099-12-31,
2725746,2852986,Is a,2014-04-22,2099-12-31,
2725746,2874559,Is a,2014-04-22,2099-12-31,
2725746,2879962,Is a,2014-04-22,2099-12-31,
2725747,2852986,Is a,2014-04-22,2099-12-31,
2725748,2725748,Maps to,2014-04-22,2099-12-31,
2725748,2801516,Is a,2014-04-22,2099-12-31,
2725748,2892976,Is a,2014-04-22,2099-12-31,
2725749,2725737,Is a,2014-04-22,2099-12-31,
2725749,2725749,Mapped from,2014-04-22,2099-12-31,
2725749,2725749,Maps to,2014-04-22,2099-12-31,
2725749,2801516,Is a,2014-04-22,2099-12-31,
2725749,2892976,Is a,2014-04-22,2099-12-31,
2725756,2725756,Mapped from,2014-04-22,2099-12-31,
2725756,2725756,Maps to,2014-04-22,2099-12-31,
2725756,2801516,Is a,2014-04-22,2099-12-31,
2725756,2815375,Is a,2014-04-22,2099-12-31,
2725759,2725737,Is a,2014-04-22,2099-12-31,
2725759,2801516,Is a,2014-04-22,2099-12-31,
2725759,2852987,Is a,2014-04-22,2099-12-31,
2725759,2874559,Is a,2014-04-22,2099-12-31,
2725759,2892977,Is a,2014-04-22,2099-12-31,
2725762,2861668,Is a,2014-04-22,2099-12-31,
2725762,2874559,Is a,2014-04-22,2099-12-31,
2725762,2892977,Is a,2014-04-22,2099-12-31,
2725983,2725989,Subsumes,2014-04-22,2099-12-31,
2725983,2822967,Subsumes,2014-04-22,2099-12-31,
2725983,2822968,Subsumes,2014-04-22,2099-12-31,
2725983,2848636,Subsumes,2014-04-22,2099-12-31,
2725987,2874559,Is a,2014-04-22,2099-12-31,
2725988,2725988,Maps to,2014-04-22,2099-12-31,
2725988,2822968,Is a,2014-04-22,2099-12-31,
2725988,2874559,Is a,2014-04-22,2099-12-31,
2725989,2725989,Mapped from,2014-04-22,2099-12-31,
2725989,2725989,Maps to,2014-04-22,2099-12-31,
2725989,2822969,Is a,2014-04-22,2099-12-31,
2726115,2726131,Subsumes,2014-04-22,2099-12-31,
2726115,2726132,Subsumes,2014-04-22,2099-12-31,
2726115,2812947,Subsumes,2014-04-22,2099-12-31,
2726115,2822985,Subsumes,2014-04-22,2099-12-31,
2726115,2880290,Subsumes,2014-04-22,2099-12-31,
2726131,2726115,Is a,2014-04-22,2099-12-31,
2726131,2888113,Is a,2014-04-22,2099-12-31,
2726132,2726115,Is a,2014-04-22,2099-12-31,
2726132,2726132,Mapped from,2014-04-22,2099-12-31,
2726132,2726132,Maps to,2014-04-22,2099-12-31,
2726132,2801516,Is a,2014-04-22,2099-12-31,
2726132,2812949,Is a,2014-04-22,2099-12-31,
2726132,2822985,Is a,2014-04-22,2099-12-31,
2726132,2888113,Is a,2014-04-22,2099-12-31,
2726133,2726115,Is a,2014-04-22,2099-12-31,
2726133,2726133,Mapped from,2014-04-22,2099-12-31,
2726133,2726133,Maps to,2014-04-22,2099-12-31,
2726133,2801516,Is a,2014-04-22,2099-12-31,
2726133,2888113,Is a,2014-04-22,2099-12-31,
2726380,2726382,Subsumes,2014-04-22,2099-12-31,
2726380,2726385,Subsumes,2014-04-22,2099-12-31,
2726380,2726387,Subsumes,2014-04-22,2099-12-31,
2726380,2726388,Subsumes,2014-04-22,2099-12-31,
2726381,2726381,Mapped from,2014-04-22,2099-12-31,
2726381,2726381,Maps to,2014-04-22,2099-12-31,
2726381,2840718,Is a,2014-04-22,2099-12-31,
2726381,2874559,Is a,2014-04-22,2099-12-31,
2726381,2893142,Is a,2014-04-22,2099-12-31,
2726382,2726380,Is a,2014-04-22,2099-12-31,
2726382,2726382,Mapped from,2014-04-22,2099-12-31,
2726382,2800088,Is a,2014-04-22,2099-12-31,
2726382,2893142,Is a,2014-04-22,2099-12-31,
2726383,2726380,Is a,2014-04-22,2099-12-31,
2726383,2800088,Is a,2014-04-22,2099-12-31,
2726383,2801516,Is a,2014-04-22,2099-12-31,
2726384,2726380,Is a,2014-04-22,2099-12-31,
2726384,2726384,Mapped from,2014-04-22,2099-12-31,
2726384,2726384,Maps to,2014-04-22,2099-12-31,
2726384,2794528,Is a,2014-04-22,2099-12-31,
2726384,2800088,Is a,2014-04-22,2099-12-31,
2726384,2801516,Is a,2014-04-22,2099-12-31,
2726384,2893143,Is a,2014-04-22,2099-12-31,
2726385,2726380,Is a,2014-04-22,2099-12-31,
2726385,2726385,Mapped from,2014-04-22,2099-12-31,
2726385,2726385,Maps to,2014-04-22,2099-12-31,
2726385,2800088,Is a,2014-04-22,2099-12-31,
2726385,2801516,Is a,2014-04-22,2099-12-31,
2726385,2861836,Is a,2014-04-22,2099-12-31,
2726385,2893143,Is a,2014-04-22,2099-12-31,
2726386,2801516,Is a,2014-04-22,2099-12-31,
2726386,2874559,Is a,2014-04-22,2099-12-31,
2726386,2887971,Is a,2014-04-22,2099-12-31,
2726386,2893143,Is a,2014-04-22,2099-12-31,
2726387,2794529,Is a,2014-04-22,2099-12-31,
2726387,2822965,Is a,2014-04-22,2099-12-31,
2726387,2874559,Is a,2014-04-22,2099-12-31,
2726388,2726388,Mapped from,2014-04-22,2099-12-31,
2726388,2726388,Maps to,2014-04-22,2099-12-31,
2726388,2807736,Is a,2014-04-22,2099-12-31,
2726388,2822965,Is a,2014-04-22,2099-12-31,
2726388,2874559,Is a,2014-04-22,2099-12-31,
2726389,2726389,Mapped from,2014-04-22,2099-12-31,
2726389,2726389,Maps to,2014-04-22,2099-12-31,
2726389,2822965,Is a,2014-04-22,2099-12-31,
2726389,2874559,Is a,2014-04-22,2099-12-31,
2726517,2726518,Subsumes,2014-04-22,2099-12-31,
2726517,2726519,Subsumes,2014-04-22,2099-12-31,
2726517,2807909,Subsumes,2014-04-22,2099-12-31,
2726517,2823150,Subsumes,2014-04-22,2099-12-31,
2726517,2893318,Subsumes,2014-04-22,2099-12-31,
2726517,2893319,Subsumes,2014-04-22,2099-12-31,
2726518,2801516,Is a,2014-04-22,2099-12-31,
2726518,2807909,Is a,2014-04-22,2099-12-31,
2726518,2893318,Is a,2014-04-22,2099-12-31,
2726519,2801516,Is a,2014-04-22,2099-12-31,
2726520,2726520,Mapped from,2014-04-22,2099-12-31,
2726520,2726520,Maps to,2014-04-22,2099-12-31,
2726520,2801516,Is a,2014-04-22,2099-12-31,
2726520,2823150,Is a,2014-04-22,2099-12-31,
2726520,2836331,Is a,2014-04-22,2099-12-31,
2726520,2866873,Is a,2014-04-22,2099-12-31,
2726520,2874559,Is a,2014-04-22,2099-12-31,
2726663,2726665,Subsumes,2014-04-22,2099-12-31,
2726663,2726668,Subsumes,2014-04-22,2099-12-31,
2726663,2726670,Subsumes,2014-04-22,2099-12-31,
2726663,2726671,Subsumes,2014-04-22,2099-12-31,
2726663,2726673,Subsumes,2014-04-22,2099-12-31,
2726663,2813105,Subsumes,2014-04-22,2099-12-31,
2726663,2813108,Subsumes,2014-04-22,2099-12-31,
2726663,2823154,Subsumes,2014-04-22,2099-12-31,
2726663,2853341,Subsumes,2014-04-22,2099-12-31,
2726663,2874928,Subsumes,2014-04-22,2099-12-31,
2726663,2880447,Subsumes,2014-04-22,2099-12-31,
2726663,2880448,Subsumes,2014-04-22,2099-12-31,
2726664,2726664,Mapped from,2014-04-22,2099-12-31,
2726664,2726664,Maps to,2014-04-22,2099-12-31,
2726664,2800259,Is a,2014-04-22,2099-12-31,
2726664,2813104,Is a,2014-04-22,2099-12-31,
2726664,2874559,Is a,2014-04-22,2099-12-31,
2726664,2880447,Is a,2014-04-22,2099-12-31,
2726665,2726663,Is a,2014-04-22,2099-12-31,
2726665,2726665,Mapped from,2014-04-22,2099-12-31,
2726665,2800259,Is a,2014-04-22,2099-12-31,
2726665,2828347,Is a,2014-04-22,2099-12-31,
2726665,2874559,Is a,2014-04-22,2099-12-31,
2726665,2880447,Is a,2014-04-22,2099-12-31,
2726666,2726663,Is a,2014-04-22,2099-12-31,
2726666,2880447,Is a,2014-04-22,2099-12-31,
2726667,2726663,Is a,2014-04-22,2099-12-31,
2726667,2726667,Maps to,2014-04-22,2099-12-31,
2726667,2801516,Is a,2014-04-22,2099-12-31,
2726667,2823154,Is a,2014-04-22,2099-12-31,
2726668,2726663,Is a,2014-04-22,2099-12-31,
2726668,2726668,Mapped from,2014-04-22,2099-12-31,
2726668,2726668,Maps to,2014-04-22,2099-12-31,
2726668,2801516,Is a,2014-04-22,2099-12-31,
2726668,2862016,Is a,2014-04-22,2099-12-31,
2726669,2801516,Is a,2014-04-22,2099-12-31,
2726669,2880448,Is a,2014-04-22,2099-12-31,
2726670,2801516,Is a,2014-04-22,2099-12-31,
2726670,2874559,Is a,2014-04-22,2099-12-31,
2726671,2726671,Mapped from,2014-04-22,2099-12-31,
2726671,2726671,Maps to,2014-04-22,2099-12-31,
2726671,2836334,Is a,2014-04-22,2099-12-31,
2726671,2874559,Is a,2014-04-22,2099-12-31,
2726671,2880447,Is a,2014-04-22,2099-12-31,
2726672,2726672,Mapped from,2014-04-22,2099-12-31,
2726672,2726672,Maps to,2014-04-22,2099-12-31,
2726672,2874559,Is a,2014-04-22,2099-12-31,
2726672,2880447,Is a,2014-04-22,2099-12-31,
2726673,2726663,Is a,2014-04-22,2099-12-31,
2726673,2813107,Is a,2014-04-22,2099-12-31,
2726673,2874559,Is a,2014-04-22,2099-12-31,
2726673,2880447,Is a,2014-04-22,2099-12-31,
2726674,2726663,Is a,2014-04-22,2099-12-31,
2726674,2853341,Is a,2014-04-22,2099-12-31,
2726674,2880447,Is a,2014-04-22,2099-12-31,
2726675,2726663,Is a,2014-04-22,2099-12-31,
2726675,2726675,Mapped from,2014-04-22,2099-12-31,
2726675,2726675,Maps to,2014-04-22,2099-12-31,
2726675,2801516,Is a,2014-04-22,2099-12-31,
2726675,2813106,Is a,2014-04-22,2099-12-31,
2726675,2813108,Is a,2014-04-22,2099-12-31,
2726822,2726824,Subsumes,2014-04-22,2099-12-31,
2726822,2726827,Subsumes,2014-04-22,2099-12-31,
2726822,2726829,Subsumes,2014-04-22,2099-12-31,
2726822,2726830,Subsumes,2014-04-22,2099-12-31,
2726822,2807894,Subsumes,2014-04-22,2099-12-31,
2726822,2812962,Subsumes,2014-04-22,2099-12-31,
2726822,2888128,Subsumes,2014-04-22,2099-12-31,
2726823,2726823,Mapped from,2014-04-22,2099-12-31,
2726823,2726823,Maps to,2014-04-22,2099-12-31,
2726823,2812961,Is a,2014-04-22,2099-12-31,
2726823,2823132,Is a,2014-04-22,2099-12-31,
2726823,2874559,Is a,2014-04-22,2099-12-31,
2726824,2726822,Is a,2014-04-22,2099-12-31,
2726824,2726824,Mapped from,2014-04-22,2099-12-31,
2726824,2823132,Is a,2014-04-22,2099-12-31,
2726824,2874559,Is a,2014-04-22,2099-12-31,
2726825,2726822,Is a,2014-04-22,2099-12-31,
2726826,2726822,Is a,2014-04-22,2099-12-31,
2726826,2726826,Maps to,2014-04-22,2099-12-31,
2726826,2801516,Is a,2014-04-22,2099-12-31,
2726826,2888127,Is a,2014-04-22,2099-12-31,
2726827,2726822,Is a,2014-04-22,2099-12-31,
2726827,2726827,Mapped from,2014-04-22,2099-12-31,
2726827,2726827,Maps to,2014-04-22,2099-12-31,
2726827,2801516,Is a,2014-04-22,2099-12-31,
2726828,2801516,Is a,2014-04-22,2099-12-31,
2726829,2801516,Is a,2014-04-22,2099-12-31,
2726829,2823132,Is a,2014-04-22,2099-12-31,
2726829,2853327,Is a,2014-04-22,2099-12-31,
2726829,2874559,Is a,2014-04-22,2099-12-31,
2726829,2880298,Is a,2014-04-22,2099-12-31,
2726830,2726830,Mapped from,2014-04-22,2099-12-31,
2726830,2726830,Maps to,2014-04-22,2099-12-31,
2726830,2807894,Is a,2014-04-22,2099-12-31,
2726830,2823132,Is a,2014-04-22,2099-12-31,
2726830,2853327,Is a,2014-04-22,2099-12-31,
2726830,2874559,Is a,2014-04-22,2099-12-31,
2727184,2727185,Subsumes,2014-04-22,2099-12-31,
2727184,2727186,Subsumes,2014-04-22,2099-12-31,
2727184,2823316,Subsumes,2014-04-22,2099-12-31,
2727184,2862172,Subsumes,2014-04-22,2099-12-31,
2727184,2893344,Subsumes,2014-04-22,2099-12-31,
2727185,2801516,Is a,2014-04-22,2099-12-31,
2727185,2836367,Is a,2014-04-22,2099-12-31,
2727185,2862172,Is a,2014-04-22,2099-12-31,
2727186,2801516,Is a,2014-04-22,2099-12-31,
2727186,2823316,Is a,2014-04-22,2099-12-31,
2727186,2862172,Is a,2014-04-22,2099-12-31,
2727186,2893344,Is a,2014-04-22,2099-12-31,
2799933,2725747,Subsumes,2014-04-22,2099-12-31,
2799933,2852986,Is a,2014-04-22,2099-12-31,
2800088,2726381,Subsumes,2014-04-22,2099-12-31,
2800088,2726382,Subsumes,2014-04-22,2099-12-31,
2800088,2726384,Subsumes,2014-04-22,2099-12-31,
2800088,2726387,Subsumes,2014-04-22,2099-12-31,
2800088,2726389,Subsumes,2014-04-22,2099-12-31,
2800259,2726663,Is a,2014-04-22,2099-12-31,
2800259,2726664,Subsumes,2014-04-22,2099-12-31,
2800259,2726666,Subsumes,2014-04-22,2099-12-31,
2800259,2880447,Is a,2014-04-22,2099-12-31,
2801516,2725198,Subsumes,2014-04-22,2099-12-31,
2801516,2725200,Subsumes,2014-04-22,2099-12-31,
2801516,2725208,Subsumes,2014-04-22,2099-12-31,
2801516,2725637,Subsumes,2014-04-22,2099-12-31,
2801516,2725745,Subsumes,2014-04-22,2099-12-31,
2801516,2725746,Subsumes,2014-04-22,2099-12-31,
2801516,2725748,Subsumes,2014-04-22,2099-12-31,
2801516,2725756,Subsumes,2014-04-22,2099-12-31,
2801516,2725759,Subsumes,2014-04-22,2099-12-31,
2801516,2725762,Subsumes,2014-04-22,2099-12-31,
2801516,2725987,Subsumes,2014-04-22,2099-12-31,
2801516,2725989,Subsumes,2014-04-22,2099-12-31,
2801516,2726132,Subsumes,2014-04-22,2099-12-31,
2801516,2726381,Subsumes,2014-04-22,2099-12-31,
2801516,2726384,Subsumes,2014-04-22,2099-12-31,
